Word	Part of speech	meaning	source
bugsay	noun	oar , paddle	https://en.m.wiktionary.org/wiki/bugsay
bugsay	verb	to oar or paddle	https://en.m.wiktionary.org/wiki/bugsay
hinambalan	noun	promise	https://en.m.wiktionary.org/wiki/hinambalan
bakyas	adjective	( of soil ) rocky , stony , barren	https://en.m.wiktionary.org/wiki/bakyas
bakyas	noun	stone , rock	https://en.m.wiktionary.org/wiki/bakyas
kasirum	noun	evening	https://en.m.wiktionary.org/wiki/kasirum
balong	adjective	drunk ; intoxicated Synonym: hubog	https://en.m.wiktionary.org/wiki/balong
dimatungkad	adjective	bottomless , inscrutable , unfathomable	https://en.m.wiktionary.org/wiki/dimatungkad
basta	adjective	enough	https://en.m.wiktionary.org/wiki/basta
alom	adjective	dark , dim	https://en.m.wiktionary.org/wiki/alom
alom	noun	( skin ) a mole	https://en.m.wiktionary.org/wiki/alom
gub-on	verb	disrupt	https://en.m.wiktionary.org/wiki/gub-on
alamilaw	verb	to doze	https://en.m.wiktionary.org/wiki/alamilaw
batok sa kasugoan	adjective	unconstitutional , unlawful	https://en.m.wiktionary.org/wiki/batok%20sa%20kasugoan
halit	verb	damage	https://en.m.wiktionary.org/wiki/halit
halit	verb	harm , injure	https://en.m.wiktionary.org/wiki/halit
upod	verb	to go with, to accompany	https://en.m.wiktionary.org/wiki/upod
upod	verb	to be with	https://en.m.wiktionary.org/wiki/upod
upod	verb	to get along with	https://en.m.wiktionary.org/wiki/upod
upod	adverb	too , also , as well as	https://en.m.wiktionary.org/wiki/upod
upod	adverb	again	https://en.m.wiktionary.org/wiki/upod
upod	noun	companion Synonym: kaupod	https://en.m.wiktionary.org/wiki/upod
uhaw	noun	thirst	https://en.m.wiktionary.org/wiki/uhaw
duyog	noun	inclination	https://en.m.wiktionary.org/wiki/duyog
basag-ulo	adjective	brainless , stupid , silly	https://en.m.wiktionary.org/wiki/basag-ulo
siko	noun	elbow	https://en.m.wiktionary.org/wiki/siko
kadugay	noun	duration	https://en.m.wiktionary.org/wiki/kadugay
aghon	noun	compass , more specifically a mariner 's compass	https://en.m.wiktionary.org/wiki/aghon
alugbati	noun	the Malabar spinach ( Basella alba )	https://en.m.wiktionary.org/wiki/alugbati
lagwerta	noun	orchard	https://en.m.wiktionary.org/wiki/lagwerta
lagwerta	noun	lawn	https://en.m.wiktionary.org/wiki/lagwerta
lagwerta	noun	garden Synonyms: hardin , talamnan	https://en.m.wiktionary.org/wiki/lagwerta
dimaisip	adjective	countless , innumerable	https://en.m.wiktionary.org/wiki/dimaisip
sibuyas	noun	onion	https://en.m.wiktionary.org/wiki/sibuyas
dogsing	verb	to nudge or stroke , often flirtatiously	https://en.m.wiktionary.org/wiki/dogsing
kasisit-an	noun	difficulties , troubles	https://en.m.wiktionary.org/wiki/kasisit-an
kabuang	noun	madness ; insanity	https://en.m.wiktionary.org/wiki/kabuang
kabuang	noun	foolishness ; folly ; idiocy	https://en.m.wiktionary.org/wiki/kabuang
balod	noun	wave	https://en.m.wiktionary.org/wiki/balod
baston	noun	cane	https://en.m.wiktionary.org/wiki/baston
baston	noun	stick	https://en.m.wiktionary.org/wiki/baston
ditil	noun	clitoris	https://en.m.wiktionary.org/wiki/ditil
amyon	noun	fragrance , scent , smell	https://en.m.wiktionary.org/wiki/amyon
mata	noun	( anatomy ) eye ( organ )	https://en.m.wiktionary.org/wiki/mata
hamot	noun	aroma , fragrance	https://en.m.wiktionary.org/wiki/hamot
numero	noun	number	https://en.m.wiktionary.org/wiki/numero
butho	verb	to visit ; to frequent Synonyms: bisita , duaw	https://en.m.wiktionary.org/wiki/butho
butho	verb	to go to school Synonym: eskuwela	https://en.m.wiktionary.org/wiki/butho
buylog	verb	accompany	https://en.m.wiktionary.org/wiki/buylog
buylog	verb	sympathize	https://en.m.wiktionary.org/wiki/buylog
babaye	noun	female ; woman or girl Coordinate term: lalake	https://en.m.wiktionary.org/wiki/babaye
sugod	verb	to begin	https://en.m.wiktionary.org/wiki/sugod
embudo	noun	funnel	https://en.m.wiktionary.org/wiki/embudo
maanyag	adjective	beautiful , seemly , pretty	https://en.m.wiktionary.org/wiki/maanyag
dulugokan	noun	attraction	https://en.m.wiktionary.org/wiki/dulugokan
kawkus	noun	caucus	https://en.m.wiktionary.org/wiki/kawkus
ilong	noun	nose	https://en.m.wiktionary.org/wiki/ilong
bokabularyo	noun	vocabulary	https://en.m.wiktionary.org/wiki/bokabularyo
gamot	noun	root	https://en.m.wiktionary.org/wiki/gamot
aritmetika	noun	arithmetic	https://en.m.wiktionary.org/wiki/aritmetika
gikan	noun	origin , where someone comes from	https://en.m.wiktionary.org/wiki/gikan
kawayan	noun	bamboo	https://en.m.wiktionary.org/wiki/kawayan
bagis	noun	shark	https://en.m.wiktionary.org/wiki/bagis
mainpolon	adjective	round	https://en.m.wiktionary.org/wiki/mainpolon
bario	noun	community , hamlet	https://en.m.wiktionary.org/wiki/bario
apan	noun	an adult locust	https://en.m.wiktionary.org/wiki/apan
bunggo	verb	bump , collide	https://en.m.wiktionary.org/wiki/bunggo
bunggo	verb	shove or throw with force	https://en.m.wiktionary.org/wiki/bunggo
dumaay	verb	fade	https://en.m.wiktionary.org/wiki/dumaay
ayag	verb	sift	https://en.m.wiktionary.org/wiki/ayag
baylo	verb	change , exchange , replace	https://en.m.wiktionary.org/wiki/baylo
bika	verb	to straddle	https://en.m.wiktionary.org/wiki/bika
bika	verb	to spread one's legs wide	https://en.m.wiktionary.org/wiki/bika
amba	verb	chant , sing	https://en.m.wiktionary.org/wiki/amba
hagmak	verb	fall down	https://en.m.wiktionary.org/wiki/hagmak
atog	noun	( anatomy ) glans penis	https://en.m.wiktionary.org/wiki/atog
butkon	noun	( anatomy ) arm	https://en.m.wiktionary.org/wiki/butkon
Katsila	adjective	Spanish Synonym: Espanyol	https://en.m.wiktionary.org/wiki/Katsila
Katsila	noun	Spaniard Synonym: Espanyol	https://en.m.wiktionary.org/wiki/Katsila
dalok	adjective	greedy , gluttonous	https://en.m.wiktionary.org/wiki/dalok
dalok	noun	glutton	https://en.m.wiktionary.org/wiki/dalok
dalok	verb	to be greedy	https://en.m.wiktionary.org/wiki/dalok
matay	verb	to die	https://en.m.wiktionary.org/wiki/matay
pigtot	noun	coccyx ; tailbone	https://en.m.wiktionary.org/wiki/pigtot
banda	noun	strap	https://en.m.wiktionary.org/wiki/banda
buyayaw	verb	to curse ; to swear	https://en.m.wiktionary.org/wiki/buyayaw
elektrisidad	noun	electricity	https://en.m.wiktionary.org/wiki/elektrisidad
abilidad	noun	ability , capacity	https://en.m.wiktionary.org/wiki/abilidad
abilidad	noun	talent , mastery	https://en.m.wiktionary.org/wiki/abilidad
abilidad	noun	knowledge	https://en.m.wiktionary.org/wiki/abilidad
abilidad	noun	dexterity	https://en.m.wiktionary.org/wiki/abilidad
daut	verb	to injure ; to harm	https://en.m.wiktionary.org/wiki/daut
daut	verb	to damage	https://en.m.wiktionary.org/wiki/daut
daut	verb	to impair	https://en.m.wiktionary.org/wiki/daut
daut	verb	to spoil	https://en.m.wiktionary.org/wiki/daut
daut	verb	to do harm ; to cause detriment	https://en.m.wiktionary.org/wiki/daut
harupot	noun	breeze Synonym: huyuhoy	https://en.m.wiktionary.org/wiki/harupot
abrigana	noun	apéritif	https://en.m.wiktionary.org/wiki/abrigana
abrigana	noun	appetizer	https://en.m.wiktionary.org/wiki/abrigana
abrigana	noun	hors d'oeuvre	https://en.m.wiktionary.org/wiki/abrigana
dagsang	verb	to fester	https://en.m.wiktionary.org/wiki/dagsang
diskusyon	noun	debate , discussion	https://en.m.wiktionary.org/wiki/diskusyon
bay-ad	noun	a type of seashell	https://en.m.wiktionary.org/wiki/bay-ad
abakan	noun	a small fish of a reddish color	https://en.m.wiktionary.org/wiki/abakan
daku	adjective	big , large	https://en.m.wiktionary.org/wiki/daku
daku	noun	bulk	https://en.m.wiktionary.org/wiki/daku
daku	noun	flame , light	https://en.m.wiktionary.org/wiki/daku
daku	noun	a copper coin that is now out of circulation	https://en.m.wiktionary.org/wiki/daku
dool	noun	cork , stopper , plug	https://en.m.wiktionary.org/wiki/dool
dool	noun	( of a tree ) offshoot , shoot	https://en.m.wiktionary.org/wiki/dool
dool	verb	to cork , stopper	https://en.m.wiktionary.org/wiki/dool
dool	verb	to establish firm contact with	https://en.m.wiktionary.org/wiki/dool
hinablos	noun	nephew ; niece	https://en.m.wiktionary.org/wiki/hinablos
dumalahan	noun	engineer , executive	https://en.m.wiktionary.org/wiki/dumalahan
daku kaayo	adjective	very big	https://en.m.wiktionary.org/wiki/daku%20kaayo
daku kaayo	adjective	exceptionally large	https://en.m.wiktionary.org/wiki/daku%20kaayo
daku kaayo	adjective	ponderous	https://en.m.wiktionary.org/wiki/daku%20kaayo
binaboy	adjective	hoggish , piggish	https://en.m.wiktionary.org/wiki/binaboy
budhi	noun	betrayal , treachery , foul play	https://en.m.wiktionary.org/wiki/budhi
budhi	verb	deceive , betray	https://en.m.wiktionary.org/wiki/budhi
isda	noun	fish	https://en.m.wiktionary.org/wiki/isda
lagwertero	noun	gardener	https://en.m.wiktionary.org/wiki/lagwertero
ginhawa	noun	breath , exhalation , inhalation , respiration	https://en.m.wiktionary.org/wiki/ginhawa
ilok	noun	( anatomy ) armpit	https://en.m.wiktionary.org/wiki/ilok
bagatnan	noun	south Synonym: habagatnan	https://en.m.wiktionary.org/wiki/bagatnan
abadesa	noun	abbess	https://en.m.wiktionary.org/wiki/abadesa
bilugon	noun	alternative spelling of bilogón	https://en.m.wiktionary.org/wiki/bilugon
buluhatan	noun	workshop	https://en.m.wiktionary.org/wiki/buluhatan
dakpulu	noun	continent Synonym: kontinente	https://en.m.wiktionary.org/wiki/dakpulu
bihag	noun	captive , prisoner	https://en.m.wiktionary.org/wiki/bihag
bihag	verb	to capture ; to take prisoner	https://en.m.wiktionary.org/wiki/bihag
bulus	noun	the beginning of a flood in a flooded river	https://en.m.wiktionary.org/wiki/bulus
bulus	noun	bale	https://en.m.wiktionary.org/wiki/bulus
bulus	verb	to substitute	https://en.m.wiktionary.org/wiki/bulus
hakuhaku	noun	haste	https://en.m.wiktionary.org/wiki/hakuhaku
sid-o	noun	hiccup Synonym: sikdo	https://en.m.wiktionary.org/wiki/sid-o
sid-o	verb	to have a hiccup Synonym: sikdo	https://en.m.wiktionary.org/wiki/sid-o
abiog	verb	to move to and fro, to swing or rock	https://en.m.wiktionary.org/wiki/abiog
balitadhan	noun	honeysuckle	https://en.m.wiktionary.org/wiki/balitadhan
bulukutan	noun	enclosure , pen	https://en.m.wiktionary.org/wiki/bulukutan
kabalyero	noun	knight	https://en.m.wiktionary.org/wiki/kabalyero
kabalyero	noun	fire-tree ( Caesalpinia pulcherrima )	https://en.m.wiktionary.org/wiki/kabalyero
distrito	noun	territory , province , district	https://en.m.wiktionary.org/wiki/distrito
abilay	noun	shawl	https://en.m.wiktionary.org/wiki/abilay
ulo	noun	( anatomy ) head	https://en.m.wiktionary.org/wiki/ulo
bailo	verb	change , barter , swap	https://en.m.wiktionary.org/wiki/bailo
unsa	noun	ounce	https://en.m.wiktionary.org/wiki/unsa
kawayanan	noun	bamboo grove	https://en.m.wiktionary.org/wiki/kawayanan
gibungan	noun	the junction of two or more rivers	https://en.m.wiktionary.org/wiki/gibungan
gibungan	noun	mouth of a river	https://en.m.wiktionary.org/wiki/gibungan
itot	verb	to have sexual intercourse with someone	https://en.m.wiktionary.org/wiki/itot
itot	interjection	when a person shocks suddenly	https://en.m.wiktionary.org/wiki/itot
huaran	noun	example	https://en.m.wiktionary.org/wiki/huaran
balota	noun	ballot	https://en.m.wiktionary.org/wiki/balota
dungog	noun	honor	https://en.m.wiktionary.org/wiki/dungog
dungog	noun	celebrity	https://en.m.wiktionary.org/wiki/dungog
dugang	noun	addition , increment	https://en.m.wiktionary.org/wiki/dugang
dugang	verb	to add or increase in number	https://en.m.wiktionary.org/wiki/dugang
delargo	noun	pants , trousers	https://en.m.wiktionary.org/wiki/delargo
bayoon	noun	fabric , textile	https://en.m.wiktionary.org/wiki/bayoon
dawhat	verb	receive	https://en.m.wiktionary.org/wiki/dawhat
abrasita	verb	hug	https://en.m.wiktionary.org/wiki/abrasita
habagat	noun	southwest monsoon	https://en.m.wiktionary.org/wiki/habagat
artikulo	noun	article	https://en.m.wiktionary.org/wiki/artikulo
karon	adverb	later Synonyms: gilayon , madason	https://en.m.wiktionary.org/wiki/karon
dohol	verb	hand	https://en.m.wiktionary.org/wiki/dohol
dohol	verb	to pass , reach	https://en.m.wiktionary.org/wiki/dohol
dumdum	verb	to recollect , remember , think	https://en.m.wiktionary.org/wiki/dumdum
timbangan	noun	scale	https://en.m.wiktionary.org/wiki/timbangan
timbangan	noun	a constellation of stars	https://en.m.wiktionary.org/wiki/timbangan
mabug-at	adjective	heavy	https://en.m.wiktionary.org/wiki/mabug-at
busol	noun	seed Synonym: liso	https://en.m.wiktionary.org/wiki/busol
dab-ot	verb	to reach out	https://en.m.wiktionary.org/wiki/dab-ot
dab-ot	verb	stretch	https://en.m.wiktionary.org/wiki/dab-ot
rami	adjective	pliable , soft	https://en.m.wiktionary.org/wiki/rami
grumete	noun	crew	https://en.m.wiktionary.org/wiki/grumete
balay	noun	home , house	https://en.m.wiktionary.org/wiki/balay
balay	noun	building	https://en.m.wiktionary.org/wiki/balay
gaang	verb	to heat , warm	https://en.m.wiktionary.org/wiki/gaang
duog	noun	place , site Synonym: lugar	https://en.m.wiktionary.org/wiki/duog
duog	noun	village Synonym: baryo	https://en.m.wiktionary.org/wiki/duog
titi	noun	( anatomy ) breast	https://en.m.wiktionary.org/wiki/titi
alimosan	noun	mudskipper	https://en.m.wiktionary.org/wiki/alimosan
abrisita	verb	alternative spelling of abrasíta	https://en.m.wiktionary.org/wiki/abrisita
ala-asawa	noun	concubine , mistress	https://en.m.wiktionary.org/wiki/ala-asawa
baybay	noun	beach , coast , shore	https://en.m.wiktionary.org/wiki/baybay
gamosa	noun	velvet	https://en.m.wiktionary.org/wiki/gamosa
asilo	noun	asylum , protection , shelter , refuge	https://en.m.wiktionary.org/wiki/asilo
kadalag-an	noun	success	https://en.m.wiktionary.org/wiki/kadalag-an
takuri	noun	kettle	https://en.m.wiktionary.org/wiki/takuri
abu	noun	ash	https://en.m.wiktionary.org/wiki/abu
dinalan	noun	sentence , word . verse	https://en.m.wiktionary.org/wiki/dinalan
balangaw	noun	rainbow	https://en.m.wiktionary.org/wiki/balangaw
gora	noun	bonnet , cap	https://en.m.wiktionary.org/wiki/gora
bokbok	noun	a type of boring insect	https://en.m.wiktionary.org/wiki/bokbok
bokbok	verb	crush , grind , mash , pound , powderise	https://en.m.wiktionary.org/wiki/bokbok
hal-o	noun	pestle	https://en.m.wiktionary.org/wiki/hal-o
buluhaton	noun	errand ; task	https://en.m.wiktionary.org/wiki/buluhaton
bao	noun	tortoise , turtle	https://en.m.wiktionary.org/wiki/bao
bao	noun	( vehicles , automotive , slang ) Volkswagen Beetle	https://en.m.wiktionary.org/wiki/bao
butwas	verb	raise something to the surface	https://en.m.wiktionary.org/wiki/butwas
damang	noun	spider	https://en.m.wiktionary.org/wiki/damang
kutsara	noun	spoon	https://en.m.wiktionary.org/wiki/kutsara
baluyot	noun	sack ; bag ; pouch ; wallet	https://en.m.wiktionary.org/wiki/baluyot
amat	adjective	gradual , step-by-step , slow	https://en.m.wiktionary.org/wiki/amat
bakolod	noun	hill ; hillock ; mound ; slope	https://en.m.wiktionary.org/wiki/bakolod
batiya	noun	washbasin ; washbowl	https://en.m.wiktionary.org/wiki/batiya
paa	noun	thigh	https://en.m.wiktionary.org/wiki/paa
paa	noun	haunch (of a horse , stag , etc.)	https://en.m.wiktionary.org/wiki/paa
lipay	adjective	happy ; glad	https://en.m.wiktionary.org/wiki/lipay
lipay	verb	to gladden	https://en.m.wiktionary.org/wiki/lipay
lipay	verb	to be happy	https://en.m.wiktionary.org/wiki/lipay
ngalan	noun	name	https://en.m.wiktionary.org/wiki/ngalan
aslum	noun	sourness	https://en.m.wiktionary.org/wiki/aslum
aslum	noun	acidity	https://en.m.wiktionary.org/wiki/aslum
aslum	verb	to sour	https://en.m.wiktionary.org/wiki/aslum
gabuk	adjective	rotten , decayed , decomposed	https://en.m.wiktionary.org/wiki/gabuk
gabuk	verb	to be rotten or decomposing	https://en.m.wiktionary.org/wiki/gabuk
kauswagan	noun	advancement ; improvement ; progress	https://en.m.wiktionary.org/wiki/kauswagan
bawi	verb	to redeem , deliver , set free , release , or liberate	https://en.m.wiktionary.org/wiki/bawi
maagol	adjective	lazy , indolent , idle	https://en.m.wiktionary.org/wiki/maagol
anyil	adjective	indigo	https://en.m.wiktionary.org/wiki/anyil
almidon	noun	starch	https://en.m.wiktionary.org/wiki/almidon
amaynon	adjective	paternal	https://en.m.wiktionary.org/wiki/amaynon
duaw	noun	visit Synonym: dalaw	https://en.m.wiktionary.org/wiki/duaw
gulang	noun	age Synonym: edad	https://en.m.wiktionary.org/wiki/gulang
gulang	adjective	mature , ripe Synonym: tanang Antonym: hilaw	https://en.m.wiktionary.org/wiki/gulang
halin	verb	to leave ; to depart	https://en.m.wiktionary.org/wiki/halin
polbora	noun	gunpowder	https://en.m.wiktionary.org/wiki/polbora
milok	noun	eyelash	https://en.m.wiktionary.org/wiki/milok
kalipay	noun	happiness ; joy	https://en.m.wiktionary.org/wiki/kalipay
manipis	adjective	thin Antonym: madamol	https://en.m.wiktionary.org/wiki/manipis
alam	noun	knowledge , learning	https://en.m.wiktionary.org/wiki/alam
baug	adjective	barren	https://en.m.wiktionary.org/wiki/baug
baug	adjective	grey , old	https://en.m.wiktionary.org/wiki/baug
bunyag	noun	baptism	https://en.m.wiktionary.org/wiki/bunyag
hanluk	adjective	alternative spelling of hánlug	https://en.m.wiktionary.org/wiki/hanluk
hanluk	noun	mosquito	https://en.m.wiktionary.org/wiki/hanluk
lap-ok	noun	blister	https://en.m.wiktionary.org/wiki/lap-ok
tulak	verb	to throw ; to pitch	https://en.m.wiktionary.org/wiki/tulak
tulak	verb	to push away	https://en.m.wiktionary.org/wiki/tulak
alagad	noun	employee ; follower ; servant	https://en.m.wiktionary.org/wiki/alagad
alagad	verb	to wait for someone	https://en.m.wiktionary.org/wiki/alagad
alagad	verb	to serve	https://en.m.wiktionary.org/wiki/alagad
buligan	verb	to aid , to help	https://en.m.wiktionary.org/wiki/buligan
banas	noun	path ; trail ; lane Synonym: dalan	https://en.m.wiktionary.org/wiki/banas
ikog	noun	tail	https://en.m.wiktionary.org/wiki/ikog
ikog	verb	to tail ( follow closely )	https://en.m.wiktionary.org/wiki/ikog
atop	noun	roof Synonym: bubongan	https://en.m.wiktionary.org/wiki/atop
atsara	noun	pickles	https://en.m.wiktionary.org/wiki/atsara
gahud	noun	clatter , noise	https://en.m.wiktionary.org/wiki/gahud
gahud	noun	( sound ) : rattle	https://en.m.wiktionary.org/wiki/gahud
gahud	noun	sound	https://en.m.wiktionary.org/wiki/gahud
langoy	noun	swim Synonym: dangaw	https://en.m.wiktionary.org/wiki/langoy
sidlangan	noun	east Synonym: mulud-an	https://en.m.wiktionary.org/wiki/sidlangan
sidlangan	adjective	east ; eastern	https://en.m.wiktionary.org/wiki/sidlangan
kubrekama	noun	bedsheet ; bedspread	https://en.m.wiktionary.org/wiki/kubrekama
balatas	noun	galaxy	https://en.m.wiktionary.org/wiki/balatas
agi-agi	adjective	diminutive of agî	https://en.m.wiktionary.org/wiki/agi-agi
agi-agi	adjective	diminutive of ági	https://en.m.wiktionary.org/wiki/agi-agi
agi-agi	adjective	transient , transitory , or passing	https://en.m.wiktionary.org/wiki/agi-agi
dyanitor	noun	janitor	https://en.m.wiktionary.org/wiki/dyanitor
bangkil	noun	tusk	https://en.m.wiktionary.org/wiki/bangkil
awa	noun	compassion , mercy , pity	https://en.m.wiktionary.org/wiki/awa
almoranas	noun	( pathology ) hemorrhoid	https://en.m.wiktionary.org/wiki/almoranas
almoranas	verb	to be afflicted with hemorrhoids	https://en.m.wiktionary.org/wiki/almoranas
lomot	noun	moss ( plants of the division Bryophyta )	https://en.m.wiktionary.org/wiki/lomot
balatong	noun	yardlong bean	https://en.m.wiktionary.org/wiki/balatong
balatong	noun	vegetables Synonym: utan	https://en.m.wiktionary.org/wiki/balatong
dungkul	noun	firewood , log	https://en.m.wiktionary.org/wiki/dungkul
abiar	verb	to invite	https://en.m.wiktionary.org/wiki/abiar
abiar	verb	to provision for a journey	https://en.m.wiktionary.org/wiki/abiar
basag	adjective	cracked , dull , hollow	https://en.m.wiktionary.org/wiki/basag
pahat	verb	to share ; to divide	https://en.m.wiktionary.org/wiki/pahat
fresa	noun	strawberry	https://en.m.wiktionary.org/wiki/fresa
adorasyon	noun	worship	https://en.m.wiktionary.org/wiki/adorasyon
dogwak	noun	( animals ) : crane , heron	https://en.m.wiktionary.org/wiki/dogwak
bairan	noun	whetstone	https://en.m.wiktionary.org/wiki/bairan
kutsarita	noun	teaspoon	https://en.m.wiktionary.org/wiki/kutsarita
hiyas	noun	jewel	https://en.m.wiktionary.org/wiki/hiyas
monyeka	noun	doll	https://en.m.wiktionary.org/wiki/monyeka
sibat	noun	spear	https://en.m.wiktionary.org/wiki/sibat
kahubug	noun	drunkenness ; intoxication ; inebriation	https://en.m.wiktionary.org/wiki/kahubug
abtan	verb	arrive	https://en.m.wiktionary.org/wiki/abtan
balhag	adjective	printed , published	https://en.m.wiktionary.org/wiki/balhag
balhag	verb	print , publish	https://en.m.wiktionary.org/wiki/balhag
bumulutho	noun	schoolboy , schoolgirl , student	https://en.m.wiktionary.org/wiki/bumulutho
abraso	verb	hug , embrace	https://en.m.wiktionary.org/wiki/abraso
danlug	noun	slipperiness or greasiness	https://en.m.wiktionary.org/wiki/danlug
kagayonan	noun	splendor	https://en.m.wiktionary.org/wiki/kagayonan
bukana	noun	mouth ( of a river )	https://en.m.wiktionary.org/wiki/bukana
hal-u	noun	pestle	https://en.m.wiktionary.org/wiki/hal-u
galab	noun	scythe , sickle	https://en.m.wiktionary.org/wiki/galab
dumot	noun	hatred , indignation , rage	https://en.m.wiktionary.org/wiki/dumot
kaon	verb	to eat ; to dine Kaon ta! Let's eat !	https://en.m.wiktionary.org/wiki/kaon
buluthoan	noun	place of reunion , meetinghouse	https://en.m.wiktionary.org/wiki/buluthoan
buluthoan	noun	school Synonyms: eskuwela , eskuwelahan	https://en.m.wiktionary.org/wiki/buluthoan
aparador	noun	cupboard , dresser , sideboard	https://en.m.wiktionary.org/wiki/aparador
bal-ag	noun	a metal file	https://en.m.wiktionary.org/wiki/bal-ag
bilogon	noun	a cane or cudgel	https://en.m.wiktionary.org/wiki/bilogon
lawas	noun	( anatomy ) body ; torso	https://en.m.wiktionary.org/wiki/lawas
lawas	noun	cadaver ; corpse ; dead body Synonyms: bangkay , patay	https://en.m.wiktionary.org/wiki/lawas
tubig	noun	water	https://en.m.wiktionary.org/wiki/tubig
tubig	verb	to water	https://en.m.wiktionary.org/wiki/tubig
dalitan	adjective	poisonous , venomous	https://en.m.wiktionary.org/wiki/dalitan
ulan	noun	rain	https://en.m.wiktionary.org/wiki/ulan
sapding	verb	touch , graze , come in contact with	https://en.m.wiktionary.org/wiki/sapding
dagangdang	adjective	red , scarlet	https://en.m.wiktionary.org/wiki/dagangdang
isa pa	adjective	likewise , plus	https://en.m.wiktionary.org/wiki/isa%20pa
isa pa	adjective	another	https://en.m.wiktionary.org/wiki/isa%20pa
asibar	noun	aloe vera	https://en.m.wiktionary.org/wiki/asibar
mabinantayon	adjective	watchful	https://en.m.wiktionary.org/wiki/mabinantayon
balaw	noun	asphalt , pitch , resin , tar	https://en.m.wiktionary.org/wiki/balaw
balaw	particle	( interrogative ) questions listener's thoughts or opinions, often in a conditional sense	https://en.m.wiktionary.org/wiki/balaw
abelyana	adjective	brown , hazel	https://en.m.wiktionary.org/wiki/abelyana
abelyana	noun	hazelnut	https://en.m.wiktionary.org/wiki/abelyana
bawod sang mga tudlo	noun	wave (literally, bent fingers)	https://en.m.wiktionary.org/wiki/bawod%20sang%20mga%20tudlo
bati	verb	to suffer	https://en.m.wiktionary.org/wiki/bati
bati	verb	( negative ) to feel	https://en.m.wiktionary.org/wiki/bati
bati	verb	to hear	https://en.m.wiktionary.org/wiki/bati
bati	verb	( cooking ) to beat , stir	https://en.m.wiktionary.org/wiki/bati
babayi	noun	alternative form of babaye	https://en.m.wiktionary.org/wiki/babayi
baliko	noun	arch	https://en.m.wiktionary.org/wiki/baliko
baliko	noun	shape of an arch	https://en.m.wiktionary.org/wiki/baliko
dagutdut	noun	alternative spelling of dagótdot	https://en.m.wiktionary.org/wiki/dagutdut
basi	adverb	perhaps	https://en.m.wiktionary.org/wiki/basi
basi	noun	a type of rice beer	https://en.m.wiktionary.org/wiki/basi
butiti	noun	pufferfish	https://en.m.wiktionary.org/wiki/butiti
apdo	noun	bile , gall	https://en.m.wiktionary.org/wiki/apdo
apdo	noun	( anatomy ) gall bladder	https://en.m.wiktionary.org/wiki/apdo
binhi	noun	grain Synonym: lamigas	https://en.m.wiktionary.org/wiki/binhi
diwata	noun	( mythology , folklore ) a diwata	https://en.m.wiktionary.org/wiki/diwata
kadumut	noun	alternative spelling of kadumot	https://en.m.wiktionary.org/wiki/kadumut
butig	noun	lie , untruth	https://en.m.wiktionary.org/wiki/butig
ramay	noun	rice	https://en.m.wiktionary.org/wiki/ramay
gatong	noun	firewood ; fuel	https://en.m.wiktionary.org/wiki/gatong
gatong	verb	to fuel	https://en.m.wiktionary.org/wiki/gatong
aloy	noun	feign sickness; malinger	https://en.m.wiktionary.org/wiki/aloy
damol	noun	thickness Antonym: nipis	https://en.m.wiktionary.org/wiki/damol
kapid	noun	twin	https://en.m.wiktionary.org/wiki/kapid
kapid	noun	twins	https://en.m.wiktionary.org/wiki/kapid
kapid	adjective	joined side to side ; double	https://en.m.wiktionary.org/wiki/kapid
maramig	adjective	cold , stiff	https://en.m.wiktionary.org/wiki/maramig
bali	adjective	broken	https://en.m.wiktionary.org/wiki/bali
bali	verb	break	https://en.m.wiktionary.org/wiki/bali
bisan sin-o	noun	anybody , whoever	https://en.m.wiktionary.org/wiki/bisan%20sin-o
too	adjective	dexter , right	https://en.m.wiktionary.org/wiki/too
guray-guray	noun	stripe	https://en.m.wiktionary.org/wiki/guray-guray
magbukal	verb	to seethe , to bubble , to produce foam Synonym: magbula	https://en.m.wiktionary.org/wiki/magbukal
likay	verb	to avoid by moving suddenly out of the way ; to dodge	https://en.m.wiktionary.org/wiki/likay
likay	verb	to escape ; to slip away ; to evade ; to elude	https://en.m.wiktionary.org/wiki/likay
likay	verb	to avoid ; to keep away from; to keep clear of; to shun	https://en.m.wiktionary.org/wiki/likay
hulusayon	noun	question	https://en.m.wiktionary.org/wiki/hulusayon
dumukot	verb	to stick	https://en.m.wiktionary.org/wiki/dumukot
basol	noun	blame	https://en.m.wiktionary.org/wiki/basol
basol	noun	reprimand ; scolding	https://en.m.wiktionary.org/wiki/basol
basol	verb	to blame	https://en.m.wiktionary.org/wiki/basol
basol	verb	to chide ; to scold	https://en.m.wiktionary.org/wiki/basol
hanginero	noun	windbag ; braggart Synonym: hanginon	https://en.m.wiktionary.org/wiki/hanginero
tangkugo	noun	( anatomy ) nape	https://en.m.wiktionary.org/wiki/tangkugo
tangkugo	verb	to hit at the nape	https://en.m.wiktionary.org/wiki/tangkugo
babha	noun	wound , gash	https://en.m.wiktionary.org/wiki/babha
almanaki	noun	almanac , calendar	https://en.m.wiktionary.org/wiki/almanaki
dikta	verb	dictate	https://en.m.wiktionary.org/wiki/dikta
bilin	noun	remainder	https://en.m.wiktionary.org/wiki/bilin
bilin	verb	order , command	https://en.m.wiktionary.org/wiki/bilin
